DATE: 19/11/2022,  TIME: 0:0:0, VMC:21.82%, HUMIDITY: 82.70%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 18:42:6, VMC:17.57%, HUMIDITY: 78.90%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:9, VMC:17.57%, HUMIDITY: 79.10%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:42:12, VMC:17.57%, HUMIDITY: 78.80%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:15, VMC:16.58%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:17, VMC:16.65%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:20, VMC:17.57%, HUMIDITY: 78.80%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:23, VMC:16.58%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:26, VMC:16.58%, HUMIDITY: 79.10%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:29, VMC:16.58%, HUMIDITY: 79.30%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:32, VMC:17.57%, HUMIDITY: 79.30%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:34, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:37, VMC:17.57%, HUMIDITY: 79.10%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:40, VMC:16.58%, HUMIDITY: 79.10%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:43, VMC:17.57%, HUMIDITY: 78.90%,  TEMP: 18.40°C
DATE: 19/11/2022,  TIME: 18:42:46, VMC:17.57%, HUMIDITY: 79.10%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:49, VMC:17.57%, HUMIDITY: 79.10%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:51, VMC:17.57%, HUMIDITY: 79.10%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:54, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:42:57, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:0, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:3, VMC:17.57%, HUMIDITY: 78.90%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:6, VMC:17.57%, HUMIDITY: 79.10%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:43:9, VMC:17.11%, HUMIDITY: 79.10%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:11, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:14, VMC:16.58%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:17, VMC:17.57%, HUMIDITY: 78.80%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:20, VMC:17.34%, HUMIDITY: 78.90%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:23, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:26, VMC:16.58%, HUMIDITY: 78.90%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:43:28, VMC:16.58%, HUMIDITY: 78.90%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:31, VMC:16.43%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:34, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:37, VMC:17.57%, HUMIDITY: 79.10%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:40, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:43, VMC:16.50%, HUMIDITY: 78.70%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:45, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:48, VMC:17.57%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:43:51, VMC:16.58%, HUMIDITY: 78.80%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:54, VMC:16.43%, HUMIDITY: 78.90%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:43:57, VMC:17.57%, HUMIDITY: 78.60%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:0, VMC:17.64%, HUMIDITY: 78.50%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:44:3, VMC:17.57%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:44:5, VMC:17.57%, HUMIDITY: 78.70%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:8, VMC:17.57%, HUMIDITY: 78.80%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:11, VMC:17.57%, HUMIDITY: 78.90%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:14, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:17, VMC:17.57%, HUMIDITY: 78.80%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:20, VMC:17.57%, HUMIDITY: 78.90%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:44:22, VMC:17.49%, HUMIDITY: 79.10%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:44:25, VMC:17.57%, HUMIDITY: 78.90%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:28, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:31, VMC:17.57%, HUMIDITY: 78.80%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:34, VMC:17.57%, HUMIDITY: 78.60%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:37, VMC:17.57%, HUMIDITY: 78.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:44:39, VMC:16.58%, HUMIDITY: 78.50%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:42, VMC:16.58%, HUMIDITY: 78.50%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:45, VMC:17.57%, HUMIDITY: 78.50%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:48, VMC:17.57%, HUMIDITY: 78.60%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:51, VMC:16.58%, HUMIDITY: 78.30%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:44:54, VMC:17.57%, HUMIDITY: 78.60%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:57, VMC:16.58%, HUMIDITY: 78.60%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:44:59, VMC:16.58%, HUMIDITY: 78.60%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:45:2, VMC:16.58%, HUMIDITY: 78.70%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:45:5, VMC:17.57%, HUMIDITY: 78.70%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:45:8, VMC:17.57%, HUMIDITY: 78.80%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:45:11, VMC:16.50%, HUMIDITY: 79.00%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:14, VMC:17.49%, HUMIDITY: 78.80%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:45:16, VMC:17.49%, HUMIDITY: 78.90%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:45:19, VMC:17.57%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:22, VMC:17.49%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:25, VMC:16.58%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:28, VMC:17.49%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:31, VMC:17.49%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:33, VMC:17.49%, HUMIDITY: 78.70%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:45:36, VMC:17.57%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:39, VMC:17.49%, HUMIDITY: 78.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:42, VMC:16.58%, HUMIDITY: 78.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:45, VMC:17.49%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:48, VMC:16.50%, HUMIDITY: 78.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:51, VMC:17.03%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:45:53, VMC:17.49%, HUMIDITY: 78.80%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:45:56, VMC:17.49%, HUMIDITY: 79.00%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:45:59, VMC:17.57%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:2, VMC:16.43%, HUMIDITY: 78.90%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:46:5, VMC:17.41%, HUMIDITY: 78.50%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:8, VMC:17.49%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:10, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:13, VMC:16.50%, HUMIDITY: 78.90%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:16, VMC:17.57%, HUMIDITY: 79.00%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:19, VMC:17.57%, HUMIDITY: 78.70%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:46:22, VMC:17.49%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:25, VMC:17.57%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:27, VMC:17.41%, HUMIDITY: 78.70%,  TEMP: 18.30°C
DATE: 19/11/2022,  TIME: 18:46:30, VMC:17.49%, HUMIDITY: 78.50%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:33, VMC:17.57%, HUMIDITY: 80.10%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:46:36, VMC:16.43%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:39, VMC:16.50%, HUMIDITY: 78.50%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:42, VMC:17.49%, HUMIDITY: 78.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:45, VMC:17.41%, HUMIDITY: 78.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:47, VMC:17.57%, HUMIDITY: 78.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:50, VMC:17.57%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:53, VMC:16.50%, HUMIDITY: 80.20%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:46:56, VMC:17.49%, HUMIDITY: 79.00%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:46:59, VMC:16.43%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:2, VMC:17.41%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:4, VMC:17.49%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:7, VMC:16.58%, HUMIDITY: 78.90%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:10, VMC:16.43%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:13, VMC:17.41%, HUMIDITY: 80.10%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:47:16, VMC:16.50%, HUMIDITY: 80.00%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:47:19, VMC:17.57%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:21, VMC:17.57%, HUMIDITY: 79.80%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:47:24, VMC:17.57%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:27, VMC:17.41%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:30, VMC:17.41%, HUMIDITY: 78.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:33, VMC:17.49%, HUMIDITY: 78.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:36, VMC:16.58%, HUMIDITY: 78.50%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:39, VMC:17.41%, HUMIDITY: 79.90%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:47:41, VMC:17.49%, HUMIDITY: 79.70%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:47:44, VMC:16.58%, HUMIDITY: 79.50%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:47:47, VMC:16.43%, HUMIDITY: 78.50%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:50, VMC:17.41%, HUMIDITY: 79.70%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:47:53, VMC:17.41%, HUMIDITY: 79.80%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:47:56, VMC:16.58%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:47:58, VMC:17.49%, HUMIDITY: 78.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:48:1, VMC:16.43%, HUMIDITY: 79.70%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:4, VMC:16.43%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:48:7, VMC:17.57%, HUMIDITY: 80.10%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:10, VMC:17.41%, HUMIDITY: 79.90%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:13, VMC:17.49%, HUMIDITY: 80.40%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:15, VMC:16.58%, HUMIDITY: 79.00%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:48:18, VMC:16.58%, HUMIDITY: 80.10%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:21, VMC:16.43%, HUMIDITY: 80.00%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:24, VMC:17.41%, HUMIDITY: 80.00%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:27, VMC:17.57%, HUMIDITY: 79.90%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:30, VMC:16.58%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:48:33, VMC:17.57%, HUMIDITY: 79.80%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:35, VMC:16.58%, HUMIDITY: 79.90%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:38, VMC:16.43%, HUMIDITY: 79.90%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:41, VMC:17.49%, HUMIDITY: 78.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:48:44, VMC:17.41%, HUMIDITY: 80.00%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:47, VMC:17.41%, HUMIDITY: 80.10%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:50, VMC:17.49%, HUMIDITY: 80.00%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:52, VMC:16.43%, HUMIDITY: 80.00%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:55, VMC:17.49%, HUMIDITY: 80.10%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:48:58, VMC:16.58%, HUMIDITY: 79.00%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:49:1, VMC:17.41%, HUMIDITY: 79.80%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:4, VMC:17.57%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:7, VMC:16.96%, HUMIDITY: 79.20%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:49:9, VMC:16.43%, HUMIDITY: 80.30%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:49:12, VMC:17.41%, HUMIDITY: 79.90%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:15, VMC:17.41%, HUMIDITY: 80.10%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:18, VMC:16.43%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:21, VMC:16.43%, HUMIDITY: 80.00%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:24, VMC:16.58%, HUMIDITY: 80.20%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:49:27, VMC:17.41%, HUMIDITY: 80.20%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:49:29, VMC:16.35%, HUMIDITY: 78.80%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:49:32, VMC:17.41%, HUMIDITY: 80.10%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:35, VMC:17.41%, HUMIDITY: 80.20%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:38, VMC:16.43%, HUMIDITY: 80.10%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:41, VMC:17.57%, HUMIDITY: 80.40%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:49:44, VMC:16.43%, HUMIDITY: 80.00%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:46, VMC:17.41%, HUMIDITY: 80.20%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:49, VMC:17.41%, HUMIDITY: 80.10%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:49:52, VMC:17.41%, HUMIDITY: 80.30%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:49:55, VMC:17.41%, HUMIDITY: 80.30%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:49:58, VMC:16.43%, HUMIDITY: 80.50%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:1, VMC:17.49%, HUMIDITY: 80.60%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:50:3, VMC:17.41%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:6, VMC:17.41%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:9, VMC:16.43%, HUMIDITY: 80.20%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:12, VMC:17.41%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:15, VMC:17.49%, HUMIDITY: 80.20%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:18, VMC:17.41%, HUMIDITY: 80.40%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:21, VMC:17.41%, HUMIDITY: 79.20%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:50:23, VMC:17.41%, HUMIDITY: 79.20%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:50:26, VMC:17.41%, HUMIDITY: 79.10%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:50:29, VMC:17.41%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:32, VMC:17.41%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:35, VMC:16.43%, HUMIDITY: 80.40%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:38, VMC:16.50%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:40, VMC:16.50%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:43, VMC:16.50%, HUMIDITY: 80.50%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:46, VMC:16.43%, HUMIDITY: 80.50%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:49, VMC:17.41%, HUMIDITY: 80.40%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:52, VMC:17.41%, HUMIDITY: 80.70%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:55, VMC:17.41%, HUMIDITY: 80.80%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:50:57, VMC:17.41%, HUMIDITY: 80.70%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:0, VMC:15.67%, HUMIDITY: 79.70%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:51:3, VMC:17.41%, HUMIDITY: 79.30%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:51:6, VMC:17.41%, HUMIDITY: 80.50%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:9, VMC:16.43%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:12, VMC:16.43%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:15, VMC:17.49%, HUMIDITY: 80.60%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:51:17, VMC:17.41%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:20, VMC:16.43%, HUMIDITY: 80.40%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:23, VMC:17.41%, HUMIDITY: 80.70%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:26, VMC:17.41%, HUMIDITY: 80.50%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:29, VMC:17.41%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:32, VMC:17.41%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:34, VMC:17.41%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:37, VMC:17.41%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:40, VMC:17.41%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:43, VMC:16.43%, HUMIDITY: 80.30%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:51:46, VMC:17.41%, HUMIDITY: 80.70%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:49, VMC:17.41%, HUMIDITY: 80.50%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:51, VMC:17.41%, HUMIDITY: 80.70%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:51:54, VMC:16.43%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:51:57, VMC:17.41%, HUMIDITY: 79.40%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:52:0, VMC:16.27%, HUMIDITY: 79.60%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:52:3, VMC:17.41%, HUMIDITY: 80.90%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:6, VMC:17.41%, HUMIDITY: 79.30%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:52:9, VMC:17.41%, HUMIDITY: 80.90%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:11, VMC:16.35%, HUMIDITY: 80.60%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:14, VMC:17.41%, HUMIDITY: 80.50%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:17, VMC:17.41%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:20, VMC:17.41%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:23, VMC:17.41%, HUMIDITY: 79.30%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:52:26, VMC:17.41%, HUMIDITY: 80.00%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:28, VMC:16.43%, HUMIDITY: 79.20%,  TEMP: 18.20°C
DATE: 19/11/2022,  TIME: 18:52:31, VMC:17.34%, HUMIDITY: 80.30%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:52:34, VMC:16.43%, HUMIDITY: 80.10%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:52:37, VMC:17.34%, HUMIDITY: 80.20%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:40, VMC:17.41%, HUMIDITY: 80.30%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:52:43, VMC:16.43%, HUMIDITY: 80.20%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:45, VMC:16.43%, HUMIDITY: 80.30%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:52:48, VMC:17.41%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:51, VMC:17.34%, HUMIDITY: 80.30%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:52:54, VMC:16.43%, HUMIDITY: 80.40%,  TEMP: 17.90°C
DATE: 19/11/2022,  TIME: 18:52:57, VMC:17.41%, HUMIDITY: 80.50%,  TEMP: 18.10°C
DATE: 19/11/2022,  TIME: 18:53:0, VMC:17.41%, HUMIDITY: 80.60%,  TEMP: 18.00°C
DATE: 19/11/2022,  TIME: 18:53:3, VMC:16.43%, HUMIDITY: 80.50%,  TEMP: 18.10°C
